Genotype,Envir,Management,Row,Position,Weight_sample,R,P,Weight_sample_spats_residuals,Weight_sample_spats_geno_pred_values,Weight_sample_spats_adj_pheno
676,ITA_2019_1,1,4,122,0.888,4,122,-0.269813362519104,1.34618551994307,1.07637215742396
676,ITA_2019_1,1,8,78,0.4,8,78,-0.809932936410093,1.34618551994307,0.536252583532974
678,ITA_2019_1,1,2,36,4.002,2,36,0.56248013542185,3.2983289331974,3.86080906861925
68,ITA_2019_1,1,6,14,1.868,6,14,-0.294923662234544,2.10520256285165,1.81027890061711
68,ITA_2019_1,1,1,107,2.182,1,107,-0.146305075164937,2.10520256285165,1.95889748768672
681,ITA_2019_1,1,1,34,0.622,1,34,-0.844350757716573,1.62600433522675,0.781653577510176
691,ITA_2019_1,1,5,107,4.308,5,107,0.815883366476699,3.59955380575681,4.4154371722335
71,ITA_2019_1,1,9,120,2.156,9,120,-0.42372691783667,2.56392697293888,2.14020005510222
71,ITA_2019_1,1,1,63,3.138,1,63,0.368396750804767,2.56392697293888,2.93232372374365
72,ITA_2019_1,1,2,118,1.566,2,118,-0.379826323254782,2.17819269126708,1.7983663680123
722,ITA_2019_1,1,6,128,2.084,6,128,-0.24955838386229,2.42375065912486,2.17419227526257
722,ITA_2019_1,1,5,60,2.462,5,60,0.0763059133498678,2.42375065912486,2.50005657247473
737,ITA_2019_1,1,9,87,4.488,9,87,0.87204302320683,3.66631177632843,4.53835479953526
739,ITA_2019_1,1,1,18,2.9,1,18,0.339138348560542,2.71536501675077,3.05450336531131
739,ITA_2019_1,1,3,20,2.92,3,20,0.211970882527876,2.71536501675077,2.92733589927864
739,ITA_2019_1,1,9,119,2.314,9,119,-0.404103693608441,2.71536501675077,2.31126132314233
739,ITA_2019_1,1,1,64,2.566,1,64,-0.368810265511516,2.71536501675077,2.34655475123925
739,ITA_2019_1,1,5,21,2.752,5,21,0.121009621114001,2.71536501675077,2.83637463786477
739,ITA_2019_1,1,3,2,2.548,3,2,0.175435080233097,2.71536501675077,2.89080009698386
739,ITA_2019_1,1,5,4,2.938,5,4,0.338204489414084,2.71536501675077,3.05356950616485
739,ITA_2019_1,1,9,111,2.236,9,111,-0.412894219147828,2.71536501675077,2.30247079760294
739,ITA_2019_1,1,2,63,3.16,2,63,0.286079060493391,2.71536501675077,3.00144407724416
739,ITA_2019_1,1,1,75,3.184,1,75,0.130969991941965,2.71536501675077,2.84633500869273
739,ITA_2019_1,1,5,49,2.348,5,49,-0.300504363420124,2.71536501675077,2.41486065333064
739,ITA_2019_1,1,7,27,2.894,7,27,-0.0889085345648208,2.71536501675077,2.62645648218595
739,ITA_2019_1,1,1,79,2.888,1,79,-0.186446186963571,2.71536501675077,2.5289188297872
739,ITA_2019_1,1,6,130,2.1,6,130,-0.477752744660664,2.71536501675077,2.2376122720901
739,ITA_2019_1,1,4,104,2.914,4,104,0.516607965090956,2.71536501675077,3.23197298184172
739,ITA_2019_1,1,5,72,2.562,5,72,-0.0698198657268088,2.71536501675077,2.64554515102396
739,ITA_2019_1,1,8,1,2.704,8,1,-0.112347763709457,2.71536501675077,2.60301725304131
739,ITA_2019_1,1,2,84,3.272,2,84,0.374238182758621,2.71536501675077,3.08960319950939
74,ITA_2019_1,1,1,116,3.894,1,116,0.0992333526247995,3.67848250562494,3.77771585824974
74,ITA_2019_1,1,7,51,4.65,7,51,0.783048207997031,3.67848250562494,4.46153071362197
740,ITA_2019_1,1,4,23,3.084,4,23,1.0249170503852,2.07868373633006,3.10360078671526
740,ITA_2019_1,1,2,90,0.74,2,90,-1.48845455753287,2.07868373633006,0.590229178797187
743,ITA_2019_1,1,5,64,2.174,5,64,-0.0707775656368965,2.28614676782322,2.21536920218633
743,ITA_2019_1,1,7,82,3.194,7,82,0.78580752085986,2.28614676782322,3.07195428868308
743,ITA_2019_1,1,2,126,0.462,2,126,-1.53147243805451,2.28614676782322,0.75467432976871
743,ITA_2019_1,1,9,21,2.972,9,21,0.527431740549323,2.28614676782322,2.81357850837254
748,ITA_2019_1,1,2,26,2.646,2,26,0.33367099619,2.28908189311151,2.62275288930151
748,ITA_2019_1,1,9,48,1.66,9,48,-0.620212585691828,2.28908189311151,1.66886930741969
75,ITA_2019_1,1,6,40,1.25,6,40,-0.639683399758491,1.86929601924104,1.22961261948254
750,ITA_2019_1,1,6,92,4.626,6,92,0.811811267607892,3.59471323029256,4.40652449790045
757,ITA_2019_1,1,1,111,2.946,1,111,0.0633354336371239,2.70498685717917,2.7683222908163
764,ITA_2019_1,1,2,51,4.452,2,51,0.649650476774673,3.6272097299785,4.27686020675317
764,ITA_2019_1,1,9,82,3.776,9,82,0.189498234612087,3.6272097299785,3.81670796459059
77,ITA_2019_1,1,4,32,4.524,4,32,0.369795567303064,4.10964018196133,4.47943574926439
77,ITA_2019_1,1,7,108,5.208,7,108,0.875194249610565,4.10964018196133,4.98483443157189
779,ITA_2019_1,1,9,94,1.05,9,94,-0.690037404570014,1.80943932909913,1.11940192452912
786,ITA_2019_1,1,5,90,0.81,5,90,-0.749371208640343,1.73890819382058,0.989536985180241
787,ITA_2019_1,1,1,25,4.484,1,25,0.99961039922306,3.66014858467824,4.6597589839013
787,ITA_2019_1,1,8,27,3.756,8,27,-0.132752116122512,3.66014858467824,3.52739646855573
8,ITA_2019_1,1,1,96,2.692,1,96,-0.21633291188124,2.59388068027194,2.3775477683907
8,ITA_2019_1,1,6,7,2.784,6,7,0.18620108307345,2.59388068027194,2.78008176334539
80,ITA_2019_1,1,9,13,0.174,9,13,-1.24971680461701,1.14413859377902,-0.105578210837983
809,ITA_2019_1,1,9,69,1.178,9,69,-0.656668121354667,1.88076244830202,1.22409432694736
809,ITA_2019_1,1,2,24,1.9,2,24,0.0266307715655147,1.88076244830202,1.90739321986754
810,ITA_2019_1,1,1,33,0.792,1,33,-1.23363841408946,2.1900491096033,0.956410695513837
810,ITA_2019_1,1,7,30,3.33,7,30,0.863786216442596,2.1900491096033,3.05383532604589
89,ITA_2019_1,1,7,15,2.95,7,15,0.0739157839686273,2.71756390549452,2.79147968946315
929,ITA_2019_1,1,3,128,0.166,3,128,-1.00353407747145,1.43678032649118,0.433246249019728
93,ITA_2019_1,1,2,113,1.43,2,113,-0.471971954575133,2.06865756049611,1.59668560592098
94,ITA_2019_1,1,1,130,1.952,1,130,0.00861557728339246,1.98674587979745,1.99536145708085
94,ITA_2019_1,1,7,34,1.712,7,34,-0.549495136910558,1.98674587979745,1.4372507428869
95,ITA_2019_1,1,8,24,3.718,8,24,-0.0467762665367792,3.54994502776713,3.50316876123035
95,ITA_2019_1,1,1,49,4.366,1,49,0.820926609692874,3.54994502776713,4.37087163746
950,ITA_2019_1,1,7,72,1.49,7,72,-0.994077173590872,2.3722617849799,1.37818461138902
950,ITA_2019_1,1,4,53,3.198,4,53,0.777510062554738,2.3722617849799,3.14977184753463
953,ITA_2019_1,1,9,46,0.852,9,46,-0.811594666849884,1.66494207590113,0.853347409051248
97,ITA_2019_1,1,1,9,2.546,1,9,-0.463043423338675,3.1191701360732,2.65612671273452
97,ITA_2019_1,1,9,105,3.91,9,105,0.874807524996689,3.1191701360732,3.99397766106989
997,ITA_2019_1,1,2,15,2.668,2,15,0.0888693770503148,2.73533950429642,2.82420888134674
ACW_25358,ITA_2019_1,1,6,125,3.77,6,125,0.53180075476747,3.26185981443617,3.79366056920364
ACW_25363,ITA_2019_1,1,7,125,3.746,7,125,0.425670388921076,3.31265383520168,3.73832422412275
ACW_25363,ITA_2019_1,1,4,25,3.458,4,25,0.14886046602332,3.31265383520168,3.461514301225
ACW_25365,ITA_2019_1,1,8,37,3.596,8,37,0.0504386687380403,3.31778294363225,3.36822161237029
ACW_25365,ITA_2019_1,1,3,73,3.756,3,73,0.528407011332498,3.31778294363225,3.84618995496474
ACW_25366,ITA_2019_1,1,8,32,3.36,8,32,0.0530472959445976,3.06889981235993,3.12194710830453
ACW_25366,ITA_2019_1,1,5,5,3.274,5,5,0.316427261869046,3.06889981235993,3.38532707422898
ACW_25368,ITA_2019_1,1,6,74,3.634,6,74,0.621617819126977,2.82924270026371,3.45086051939068
ACW_25368,ITA_2019_1,1,3,82,2.25,3,82,-0.453753062105856,2.82924270026371,2.37548963815785
ACW_25371,ITA_2019_1,1,5,52,2.844,5,52,0.14478100115303,2.75538334253876,2.9001643436918
ACW_25371,ITA_2019_1,1,8,93,2.644,8,93,-0.0390498911050514,2.75538334253876,2.71633345143371
ACW_25372,ITA_2019_1,1,8,57,3.154,8,57,0.224792861647298,2.91329614553717,3.13808900718446
ACW_25372,ITA_2019_1,1,5,70,2.858,5,70,0.0137812442818723,2.91329614553717,2.92707738981904
ACW_25375,ITA_2019_1,1,8,55,3.252,8,55,0.350612371992288,2.85962523794818,3.21023760994047
ACW_25375,ITA_2019_1,1,3,85,2.566,3,85,-0.15718852633591,2.85962523794818,2.70243671161227
ACW_25454,ITA_2019_1,1,8,47,2.232,8,47,-0.176717922086666,2.26456523905403,2.08784731696736
ACW_25454,ITA_2019_1,1,3,46,2.33,3,46,-0.130448124154187,2.26456523905403,2.13411711489984
ACW_25469,ITA_2019_1,1,4,8,2.244,4,8,0.0461268372837149,2.3567808660081,2.40290770329182
ACW_25469,ITA_2019_1,1,7,47,2.294,7,47,-0.275717158700246,2.3567808660081,2.08106370730786
ACW_25580,ITA_2019_1,1,7,73,4.032,7,73,0.0544087810651366,3.86649771488605,3.92090649595119
ACW_25580,ITA_2019_1,1,5,69,4.79,5,69,0.986039205554016,3.86649771488605,4.85253692044007
ACW_25581,ITA_2019_1,1,8,22,5.102,8,22,2.08843703650096,2.81033234700072,4.89876938350168
ACW_25581,ITA_2019_1,1,5,57,0.832,5,57,-1.93648047649065,2.81033234700072,0.873851870510071
ACW_25584,ITA_2019_1,1,4,9,3.254,4,9,0.353130520942194,3.04947136859773,3.40260188953993
ACW_25586,ITA_2019_1,1,3,109,3.758,3,109,0.402195122411639,3.64501819587124,4.04721331828288
ACW_25586,ITA_2019_1,1,8,56,4.126,8,56,0.451934831257692,3.64501819587124,4.09695302712893
ACW_25591,ITA_2019_1,1,8,16,4.44,8,16,0.409898215819236,3.86594152567133,4.27583974149056
ACW_25591,ITA_2019_1,1,5,45,4.414,5,45,0.63008188067222,3.86594152567133,4.49602340634355
ACW_25592,ITA_2019_1,1,8,74,0.548,8,74,-1.72010251001404,2.39833983151088,0.678237321496838
ACW_25592,ITA_2019_1,1,3,81,3.802,3,81,1.52547336576798,2.39833983151088,3.92381319727887
ACW_25607,ITA_2019_1,1,5,73,3.632,5,73,0.826445226571689,2.8964262774893,3.72287150406099
ACW_25607,ITA_2019_1,1,8,91,2.208,8,91,-0.602062774321306,2.8964262774893,2.29436350316799
ACW_25619,ITA_2019_1,1,5,56,3.422,5,56,0.470451127172386,2.99518418856077,3.46563531573316
ACW_25619,ITA_2019_1,1,6,80,3.026,6,80,-0.162989301213233,2.99518418856077,2.83219488734754
ACW_25622,ITA_2019_1,1,4,5,2.476,4,5,0.0164467703013385,2.64924947932883,2.66569624963017
ACW_25628,ITA_2019_1,1,4,20,1.476,4,20,-0.506706019461438,2.02736856735544,1.520662547894
DLO_12_066,ITA_2019_1,1,2,6,2.916,2,6,0.165179958681571,3.04823008426367,3.21341004294524
DLO_12_066,ITA_2019_1,1,8,4,3.344,8,4,0.186906340851434,3.04823008426367,3.2351364251151
DLO_12_084,ITA_2019_1,1,3,113,3.504,3,113,0.480814665091649,3.32391304510475,3.8047277101964
DLO_12_084,ITA_2019_1,1,7,99,3.644,7,99,0.103187918214097,3.32391304510475,3.42710096331885
DLO_12_120,ITA_2019_1,1,8,21,3.634,8,21,-0.224521429257812,3.66157544965035,3.43705402039254
DLO_12_120,ITA_2019_1,1,1,24,4.58,1,24,1.09258005212823,3.66157544965035,4.75415550177858
DLO_12_140,ITA_2019_1,1,2,7,2.378,2,7,-0.128157598157029,2.78877616554398,2.66061856738695
DLO_12_140,ITA_2019_1,1,9,12,3.348,9,12,0.261980177450764,2.78877616554398,3.05075634299474
DLO_12_141,ITA_2019_1,1,7,110,3.83,7,110,0.451079982107117,3.16590561386701,3.61698559597412
DLO_12_162,ITA_2019_1,1,8,8,2.172,8,8,-0.264993008357279,2.31469707008491,2.04970406172763
DLO_12_221,ITA_2019_1,1,4,1,3.128,4,1,0.33368556209977,3.02635680441144,3.36004236651121
DLO_12_233,ITA_2019_1,1,7,37,0.962,7,37,-0.954585543454406,1.65042616129536,0.695840617840956
DLO_12_233,ITA_2019_1,1,5,22,1.696,5,22,0.13077946912159,1.65042616129536,1.78120563041695
DLO_12_289,ITA_2019_1,1,8,81,4.418,8,81,0.877913127728832,3.67328967270011,4.55120280042894
FuGa_015,ITA_2019_1,1,4,54,1.806,4,54,-0.428441218037761,2.19460443945074,1.76616322141298
FuGa_015,ITA_2019_1,1,8,23,2.466,8,23,0.0624211584612162,2.19460443945074,2.25702559791196
FuGa_016,ITA_2019_1,1,8,35,2.644,8,35,0.157445193740621,2.25166096455878,2.4091061582994
FuGa_016,ITA_2019_1,1,4,18,1.714,4,18,-0.475466866954545,2.25166096455878,1.77619409760423
FuGa_140,ITA_2019_1,1,6,46,0.184,6,46,-1.65075193912219,1.81553890788208,0.164786968759894
FuGa_140,ITA_2019_1,1,4,81,2.5,4,81,0.965845760797003,1.81553890788208,2.78138466867908
FuGa_187,ITA_2019_1,1,4,89,0.434,4,89,-0.635597158501453,1.39752838602931,0.76193122752786
FuGa_187,ITA_2019_1,1,8,95,0.938,8,95,-0.400957328120453,1.39752838602931,0.996571057908859
FuGa_215,ITA_2019_1,1,3,72,2.41,3,72,0.018405917496223,2.47666876194568,2.49507467944191
FuGa_215,ITA_2019_1,1,7,89,2.488,7,89,-0.147141419266484,2.47666876194568,2.3295273426792
FuGa_217,ITA_2019_1,1,8,130,1.724,8,130,-0.325541737893188,2.08808421670057,1.76254247880739
FuGa_217,ITA_2019_1,1,3,48,2.14,3,48,-0.130087683580421,2.08808421670057,1.95799653312015
FuGa_243,ITA_2019_1,1,7,105,2.184,7,105,-0.218877527639614,2.17314525471357,1.95426772707395
FuGa_243,ITA_2019_1,1,4,94,1.67,4,94,-0.165194914869322,2.17314525471357,2.00795033984424
FuGa_270,ITA_2019_1,1,3,84,2.46,3,84,0.795818511517502,1.79702595506391,2.59284446658141
FuGa_270,ITA_2019_1,1,8,60,0.28,8,60,-1.49629857662245,1.79702595506391,0.300727378441455
FuGa_275,ITA_2019_1,1,7,18,3.588,7,18,0.413275963377237,2.98107560744561,3.39435157082285
FuGa_275,ITA_2019_1,1,4,84,2.56,4,84,-0.117682878567525,2.98107560744561,2.86339272887808
FuGa_352,ITA_2019_1,1,3,47,2.618,3,47,-0.142217591310115,2.57058333081369,2.42836573950357
FuGa_352,ITA_2019_1,1,8,107,2.67,8,107,0.0924870368805846,2.57058333081369,2.66307036769427
FuPi_005,ITA_2019_1,1,8,11,1.642,8,11,-0.513356470002007,2.01946305996232,1.50610658996031
FuPi_013,ITA_2019_1,1,3,5,2.332,3,5,-0.216218509240661,2.83633991267327,2.62012140343261
FuPi_013,ITA_2019_1,1,7,56,3.388,7,56,0.390053744531998,2.83633991267327,3.22639365720527
FuPi_052,ITA_2019_1,1,7,104,2.448,7,104,-0.154414015241867,2.37290678625771,2.21849277101584
FuPi_052,ITA_2019_1,1,1,81,2.676,1,81,-0.0616104931650621,2.37290678625771,2.31129629309265
FuPi_054,ITA_2019_1,1,5,23,3.436,5,23,0.219995470655043,3.30245544072898,3.52245091138402
FuPi_054,ITA_2019_1,1,8,2,3.752,8,2,0.345956059185832,3.30245544072898,3.64841149991481
FuPi_087,ITA_2019_1,1,1,36,0.22,1,36,-1.03315249300549,1.40157239560761,0.36841990260212
FuPi_097,ITA_2019_1,1,9,35,3.604,9,35,0.54757218925071,3.01228891619261,3.55986110544332
FuPi_097,ITA_2019_1,1,9,125,2.984,9,125,-0.122002072950276,3.01228891619261,2.89028684324233
FuPi_097,ITA_2019_1,1,5,78,2.778,5,78,-0.103719062747317,3.01228891619261,2.90856985344529
FuPi_106,ITA_2019_1,1,9,92,3.318,9,92,0.307714940932988,3.07416809201285,3.38188303294584
FuPi_106,ITA_2019_1,1,1,13,3.01,1,13,0.0661915187843927,3.07416809201285,3.14035961079724
FuPi_107,ITA_2019_1,1,1,39,2.64,1,39,0.0815117275605788,2.68347373305139,2.76498546061197
FuPi_107,ITA_2019_1,1,7,53,2.824,7,53,-0.0362740529755032,2.68347373305139,2.64719968007589
FuPi_114,ITA_2019_1,1,1,76,2.69,1,76,-0.198068981354034,2.54366253576866,2.34559355441462
FuPi_114,ITA_2019_1,1,7,6,2.712,7,6,0.125691504082402,2.54366253576866,2.66935403985106
GaCr_002,ITA_2019_1,1,8,39,3.326,8,39,0.0898050756989752,3.01822983537807,3.10803491107704
GaCr_002,ITA_2019_1,1,1,37,3.114,1,37,0.237043732867663,3.01822983537807,3.25527356824573
GaCr_010,ITA_2019_1,1,7,36,2.516,7,36,-0.353147023068505,2.59981486175802,2.24666783868952
GaCr_010,ITA_2019_1,1,1,35,2.774,1,35,0.328007281233693,2.59981486175802,2.92782214299172
GaCr_017,ITA_2019_1,1,4,98,3.31,4,98,0.044985107584981,3.60136493557806,3.64635004316304
GaCr_017,ITA_2019_1,1,7,60,4.518,7,60,0.772421858668405,3.60136493557806,4.37378679424646
GaCr_041,ITA_2019_1,1,8,15,2.836,8,15,-0.074698591262726,2.75276683567484,2.67806824441211
GaCr_041,ITA_2019_1,1,2,13,2.742,2,13,0.178228583960187,2.75276683567484,2.93099541963502
GaCr_043,ITA_2019_1,1,8,9,2.604,8,9,0.160873379713401,2.31655956529537,2.47743294500877
GaCr_043,ITA_2019_1,1,1,17,1.742,1,17,-0.42429957753428,2.31655956529537,1.89225998776109
GaCr_052,ITA_2019_1,1,5,54,2.802,5,54,0.241426584212311,2.6101746912827,2.85160127549501
GaCr_052,ITA_2019_1,1,8,33,2.59,8,33,-0.257851194881405,2.6101746912827,2.3523234964013
GaCr_055,ITA_2019_1,1,2,20,3.044,2,20,0.00860882888358949,3.10797592940293,3.11658475828652
GaCr_055,ITA_2019_1,1,7,55,3.668,7,55,0.393738227909434,3.10797592940293,3.50171415731236
GaCr_056,ITA_2019_1,1,1,20,2.952,1,20,0.342407205325462,2.77232717552487,3.11473438085033
GaCr_056,ITA_2019_1,1,8,116,2.55,8,116,-0.222422219132898,2.77232717552487,2.54990495639197
GaCr_057,ITA_2019_1,1,7,95,3.186,7,95,0.164684002946963,2.82546168201606,2.99014568496303
GaCr_061,ITA_2019_1,1,7,93,2.43,7,93,-0.175354451151295,2.4212519978117,2.2458975466604
GaPi_007,ITA_2019_1,1,8,64,3.08,8,64,0.278171341970053,2.86622685303832,3.14439819500838
GaPi_007,ITA_2019_1,1,3,121,3.26,3,121,0.690976940862504,2.86622685303832,3.55720379390083
GaPi_007,ITA_2019_1,1,4,4,1.896,4,4,-0.770170876542867,2.86622685303832,2.09605597649546
GaPi_014,ITA_2019_1,1,4,39,1.468,4,39,-0.663181673423886,2.05525533694587,1.39207366352198
GaPi_014,ITA_2019_1,1,8,58,2.688,8,58,0.62903634292143,2.05525533694587,2.6842916798673
GaPi_014,ITA_2019_1,1,5,79,1.468,5,79,-0.449101147063077,2.05525533694587,1.60615418988279
GaPi_017,ITA_2019_1,1,8,43,3.902,8,43,0.344502723521686,3.37032002661105,3.71482275013273
GaPi_017,ITA_2019_1,1,5,80,3.504,5,80,0.278539395122827,3.37032002661105,3.64885942173387
GaPi_023,ITA_2019_1,1,4,111,2.29,4,111,0.292646682360228,2.27233472310202,2.56498140546225
GaPi_023,ITA_2019_1,1,3,69,1.986,3,69,-0.221894912806143,2.27233472310202,2.05043981029588
GaPi_023,ITA_2019_1,1,8,111,1.91,8,111,-0.371381793903183,2.27233472310202,1.90095292919884
GaPi_028,ITA_2019_1,1,3,27,3.688,3,27,0.147790592788917,3.43349374396979,3.58128433675871
GaPi_028,ITA_2019_1,1,4,112,3.376,4,112,0.209644185678033,3.43349374396979,3.64313792964782
GaPi_028,ITA_2019_1,1,8,131,3.712,8,131,0.318751769986529,3.43349374396979,3.75224551395632
GaPi_033,ITA_2019_1,1,3,102,2.334,3,102,0.0148319501527481,2.5650713292269,2.57990327937965
GaPi_033,ITA_2019_1,1,3,15,2.192,3,15,-0.273109403885682,2.5650713292269,2.29196192534122
GaPi_033,ITA_2019_1,1,8,45,2.936,8,45,0.203909968097149,2.5650713292269,2.76898129732405
GaPi_035,ITA_2019_1,1,4,121,1.526,4,121,-0.232119241084464,1.95403525670108,1.72191601561662
GaPi_035,ITA_2019_1,1,8,19,1.802,8,19,-0.33627789208174,1.95403525670108,1.61775736461934
GaPi_038,ITA_2019_1,1,3,28,2.994,3,28,0.123804557995283,2.74989890072108,2.87370345871636
GaPi_038,ITA_2019_1,1,8,92,2.264,8,92,-0.406325828765056,2.74989890072108,2.34357307195602
GaPi_038,ITA_2019_1,1,3,90,2.974,3,90,0.383638634066604,2.74989890072108,3.13353753478768
GaPi_051,ITA_2019_1,1,3,101,0.5,3,101,-1.31824330604507,2.05678479074661,0.738541484701536
GaPi_051,ITA_2019_1,1,7,39,2.286,7,39,-0.0288915175320934,2.05678479074661,2.02789327321451
GaPi_051,ITA_2019_1,1,4,41,3.002,4,41,0.865174987886734,2.05678479074661,2.92195977863334
GaPi_056,ITA_2019_1,1,9,128,3.614,9,128,0.555648319404481,2.90961329365588,3.46526161306036
GaPi_056,ITA_2019_1,1,3,111,2.88,3,111,0.266597038574501,2.90961329365588,3.17621033223038
GaPi_056,ITA_2019_1,1,7,20,2.726,7,20,-0.398471473681135,2.90961329365588,2.51114181997475
GaPi_056,ITA_2019_1,1,4,118,2.502,4,118,-0.188297950701817,2.90961329365588,2.72131534295407
I_BB002,ITA_2019_1,1,8,125,0.602,8,125,-0.91427658431939,1.54288227668249,0.628605692363103
I_BB012,ITA_2019_1,1,6,70,2.126,6,70,-0.561362495519311,2.51562203134791,1.9542595358286
I_BB012,ITA_2019_1,1,4,7,2.812,4,7,0.465396148044992,2.51562203134791,2.9810181793929
I_BB015,ITA_2019_1,1,6,118,2.87,6,118,-0.130309195072654,2.89955033947295,2.76924114440029
I_BB015,ITA_2019_1,1,3,87,3.112,3,87,0.357319741722909,2.89955033947295,3.25687008119585
I_BB022,ITA_2019_1,1,8,71,0.554,8,71,-0.894396191091115,1.56651444937299,0.672118258281875
I_BB028,ITA_2019_1,1,8,94,2.984,8,94,-0.200487717209715,3.24999228751595,3.04950457030624
I_BB028,ITA_2019_1,1,2,102,3.978,2,102,0.722305001353855,3.24999228751595,3.97229728886981
I_BB031,ITA_2019_1,1,6,71,2.802,6,71,-0.117990328115057,2.74489671007442,2.62690638195937
I_BB031,ITA_2019_1,1,3,40,3.172,3,40,0.214899634947483,2.74489671007442,2.95979634502191
I_BB039,ITA_2019_1,1,6,119,1.508,6,119,-0.551816341903268,1.97374513456774,1.42192879266448
I_BB049,ITA_2019_1,1,3,41,2.734,3,41,-0.109003813762913,2.63046833459911,2.52146452083619
I_BB049,ITA_2019_1,1,7,41,2.988,7,41,0.109651082791396,2.63046833459911,2.7401194173905
I_BB056,ITA_2019_1,1,6,78,4.392,6,78,1.51459494457966,2.68683098594811,4.20142593052777
I_BB056,ITA_2019_1,1,3,77,1.112,3,77,-1.46653300543679,2.68683098594811,1.22029798051132
I_BB070,ITA_2019_1,1,5,106,0.606,5,106,-1.23659441958775,1.95664529237624,0.720050872788484
I_BB070,ITA_2019_1,1,3,39,2.838,3,39,0.670392959931624,1.95664529237624,2.62703825230786
I_CC003,ITA_2019_1,1,6,75,3.89,6,75,0.29577544453656,3.40917492681194,3.7049503713485
I_CC003,ITA_2019_1,1,3,16,3.688,3,16,0.359953076029414,3.40917492681194,3.76912800284135
I_CC044,ITA_2019_1,1,4,60,3.124,4,60,0.0580891021367944,3.09192297179279,3.15001207392958
I_CC044,ITA_2019_1,1,6,68,3.586,6,68,0.330753520935889,3.09192297179279,3.42267649272868
I_CC048,ITA_2019_1,1,5,126,2.978,5,126,0.109445862910591,2.94815118089083,3.05759704380142
I_CC048,ITA_2019_1,1,3,108,2.822,3,108,0.158449787757233,2.94815118089083,3.10660096864806
I_CC052,ITA_2019_1,1,5,84,1.764,5,84,0.167851387975377,1.76231378651258,1.93016517448796
I_CC052,ITA_2019_1,1,3,32,1.032,3,32,-0.897532812161629,1.76231378651258,0.864780974350952
I_CC055,ITA_2019_1,1,6,64,3.52,6,64,0.505726381692098,2.87645617428587,3.38218255597797
I_CC055,ITA_2019_1,1,3,42,2.79,3,42,-0.298143633374693,2.87645617428587,2.57831254091118
I_CC057,ITA_2019_1,1,6,131,2.082,6,131,-0.194236228671447,2.43841647903767,2.24418025036622
